timestamp,zone_id,x_coord,y_coord,density,people_count,movement_speed,direction_variance
1,Zone_5_9,5,9,2.89,28,1.34,43.2
1,Zone_6_0,6,0,3.78,37,1.24,52.7
1,Zone_6_1,6,1,2.69,26,1.11,31.5
1,Zone_6_2,6,2,3.25,32,1.09,40.9
1,Zone_6_3,6,3,2.23,22,0.89,41.2
1,Zone_6_4,6,4,3.23,32,1.34,56.5
1,Zone_6_5,6,5,3.52,35,1.31,32.7
1,Zone_6_6,6,6,2.98,29,0.95,39.5
1,Zone_6_7,6,7,2.62,26,1.32,53.7
1,Zone_6_8,6,8,3.64,36,0.98,54.2
1,Zone_6_9,6,9,3.34,33,0.84,49.5
1,Zone_7_0,7,0,3.88,38,1.35,58.5
1,Zone_7_1,7,1,3.61,36,0.83,58.4
1,Zone_7_2,7,2,1.96,19,0.98,40.3
1,Zone_7_3,7,3,3.73,37,1.29,32.6
1,Zone_7_4,7,4,2.78,27,1.38,51.2
1,Zone_7_5,7,5,2.13,21,1.02,59.0
1,Zone_7_6,7,6,2.38,23,0.89,38.3
1,Zone_7_7,7,7,1.72,17,1.01,48.4
1,Zone_7_8,7,8,3.81,38,1.35,50.9
1,Zone_7_9,7,9,4.36,43,0.93,52.7
1,Zone_8_0,8,0,2.4,24,0.9,32.2
1,Zone_8_1,8,1,2.88,28,1.37,58.7
1,Zone_8_2,8,2,3.95,39,0.98,36.4
1,Zone_8_3,8,3,4.51,45,1.04,45.1
1,Zone_8_4,8,4,2.86,28,0.95,37.3
1,Zone_8_5,8,5,2.16,21,1.02,43.9
1,Zone_8_6,8,6,3.04,30,0.94,39.3
1,Zone_8_7,8,7,3.86,38,0.99,42.2
1,Zone_8_8,8,8,1.9,18,0.87,40.7
1,Zone_8_9,8,9,2.97,29,0.82,34.0
1,Zone_9_0,9,0,2.43,24,1.22,47.0
1,Zone_9_1,9,1,4.16,41,0.93,58.5
1,Zone_9_2,9,2,2.8,27,1.12,59.7
1,Zone_9_3,9,3,2.86,28,1.31,55.0
1,Zone_9_4,9,4,3.33,33,1.34,39.4
1,Zone_9_5,9,5,4.32,43,1.25,53.9
1,Zone_9_6,9,6,3.3,33,0.82,50.4
1,Zone_9_7,9,7,2.29,22,1.15,51.4
1,Zone_9_8,9,8,2.32,23,1.13,36.0
1,Zone_9_9,9,9,3.0,30,0.93,39.8
2,Zone_0_0,0,0,2.82,28,0.9,57.5
2,Zone_0_1,0,1,2.63,26,1.17,55.8
2,Zone_0_2,0,2,2.25,22,0.93,44.9
2,Zone_0_3,0,3,2.49,24,1.1,32.9
2,Zone_0_4,0,4,2.42,24,0.98,55.8
2,Zone_0_5,0,5,1.48,14,0.9,45.1
2,Zone_0_6,0,6,3.1,30,1.29,43.7
2,Zone_0_7,0,7,3.47,34,1.07,56.5
2,Zone_0_8,0,8,2.78,27,1.05,48.4
2,Zone_0_9,0,9,2.61,26,1.04,31.1
2,Zone_1_0,1,0,3.26,32,0.9,39.1
2,Zone_1_1,1,1,3.95,39,1.11,46.7
2,Zone_1_2,1,2,4.26,42,1.37,58.4
2,Zone_1_3,1,3,3.47,34,1.23,41.8
2,Zone_1_4,1,4,3.25,32,0.88,40.8
2,Zone_1_5,1,5,3.15,31,1.04,42.0
2,Zone_1_6,1,6,3.4,33,1.28,43.1
2,Zone_1_7,1,7,4.48,44,0.98,35.8
2,Zone_1_8,1,8,3.04,30,0.99,40.0
2,Zone_1_9,1,9,2.12,21,1.13,58.2
2,Zone_2_0,2,0,3.32,33,1.14,33.8
2,Zone_2_1,2,1,3.6,36,1.14,57.1
2,Zone_2_2,2,2,2.47,24,1.36,36.3
2,Zone_2_3,2,3,2.99,29,0.95,31.9
2,Zone_2_4,2,4,4.38,43,1.36,47.8
2,Zone_2_5,2,5,2.61,26,1.09,53.5
2,Zone_2_6,2,6,1.5,15,1.28,57.3
2,Zone_2_7,2,7,2.63,26,1.04,36.3
2,Zone_2_8,2,8,2.68,26,1.08,56.8
2,Zone_2_9,2,9,2.8,28,1.09,47.2
2,Zone_3_0,3,0,2.87,28,0.99,38.0
2,Zone_3_1,3,1,3.59,35,1.37,56.8
2,Zone_3_2,3,2,2.24,22,0.92,40.7
2,Zone_3_3,3,3,1.77,17,1.3,34.2
2,Zone_3_4,3,4,2.78,27,1.03,45.0
2,Zone_3_5,3,5,2.49,24,1.04,47.2
2,Zone_3_6,3,6,2.46,24,1.2,47.0
2,Zone_3_7,3,7,3.17,31,1.08,43.7
2,Zone_3_8,3,8,3.3,32,1.0,58.0
2,Zone_3_9,3,9,2.41,24,0.87,39.8
2,Zone_4_0,4,0,1.21,12,1.31,32.4
2,Zone_4_1,4,1,2.37,23,1.24,40.2
2,Zone_4_2,4,2,1.51,15,1.4,57.6
2,Zone_4_3,4,3,2.74,27,1.18,35.0
2,Zone_4_4,4,4,2.93,29,0.86,53.1
2,Zone_4_5,4,5,2.46,24,1.03,55.9
2,Zone_4_6,4,6,1.31,13,0.85,48.5
2,Zone_4_7,4,7,2.42,24,0.91,59.1
2,Zone_4_8,4,8,3.78,37,1.1,34.3
2,Zone_4_9,4,9,3.45,34,1.25,35.9
2,Zone_5_0,5,0,2.85,28,1.23,37.2
2,Zone_5_1,5,1,3.17,31,1.31,38.3
2,Zone_5_2,5,2,2.3,22,1.26,35.7
2,Zone_5_3,5,3,4.27,42,1.26,31.8
2,Zone_5_4,5,4,3.08,30,1.25,31.6
2,Zone_5_5,5,5,3.5,34,1.16,38.2
2,Zone_5_6,5,6,2.22,22,1.32,46.2
2,Zone_5_7,5,7,1.8,17,1.06,51.6
2,Zone_5_8,5,8,4.04,40,1.4,57.7
2,Zone_5_9,5,9,2.65,26,0.84,30.8
2,Zone_6_0,6,0,4.1,40,0.97,55.5
2,Zone_6_1,6,1,3.61,36,0.92,33.1
2,Zone_6_2,6,2,2.85,28,1.14,41.1
2,Zone_6_3,6,3,2.24,22,0.96,32.4
2,Zone_6_4,6,4,2.93,29,0.93,34.0
2,Zone_6_5,6,5,2.3,22,0.84,32.8
2,Zone_6_6,6,6,3.08,30,0.89,31.3
2,Zone_6_7,6,7,3.49,34,1.08,39.4
2,Zone_6_8,6,8,3.61,36,1.38,45.3
2,Zone_6_9,6,9,3.14,31,1.26,36.8
2,Zone_7_0,7,0,1.98,19,1.29,58.3
2,Zone_7_1,7,1,3.49,34,1.24,54.7
2,Zone_7_2,7,2,4.58,45,1.3,31.7
2,Zone_7_3,7,3,4.21,42,0.91,35.9
2,Zone_7_4,7,4,3.16,31,1.17,36.7
2,Zone_7_5,7,5,2.83,28,0.97,32.0
2,Zone_7_6,7,6,3.43,34,0.9,58.2
2,Zone_7_7,7,7,3.25,32,1.34,58.6
2,Zone_7_8,7,8,2.4,24,0.96,54.8
2,Zone_7_9,7,9,2.6,25,1.0,35.1
2,Zone_8_0,8,0,3.36,33,1.13,57.0
2,Zone_8_1,8,1,2.43,24,1.16,55.8
2,Zone_8_2,8,2,2.77,27,1.23,40.1
2,Zone_8_3,8,3,3.57,35,1.07,37.0
2,Zone_8_4,8,4,1.76,17,1.24,54.0
2,Zone_8_5,8,5,2.49,24,1.25,58.0
2,Zone_8_6,8,6,2.14,21,0.9,32.2
2,Zone_8_7,8,7,2.67,26,0.88,52.3
2,Zone_8_8,8,8,4.29,42,1.07,30.8
2,Zone_8_9,8,9,3.92,39,1.32,37.7
2,Zone_9_0,9,0,2.63,26,1.14,38.0
2,Zone_9_1,9,1,1.96,19,0.95,38.7
2,Zone_9_2,9,2,3.75,37,1.37,42.2
2,Zone_9_3,9,3,2.66,26,1.39,43.2
2,Zone_9_4,9,4,2.44,24,0.87,58.8
2,Zone_9_5,9,5,2.41,24,1.33,49.1
2,Zone_9_6,9,6,3.33,33,0.97,32.2
2,Zone_9_7,9,7,3.32,33,1.07,32.7
2,Zone_9_8,9,8,3.04,30,1.07,51.9
2,Zone_9_9,9,9,2.54,25,1.35,37.3
3,Zone_0_0,0,0,2.91,29,0.81,52.3
3,Zone_0_1,0,1,2.73,27,1.02,34.5
3,Zone_0_2,0,2,4.21,42,1.34,46.9
3,Zone_0_3,0,3,3.42,34,0.8,52.0
3,Zone_0_4,0,4,3.45,34,0.9,39.4
3,Zone_0_5,0,5,4.01,40,1.24,39.6
3,Zone_0_6,0,6,2.37,23,0.89,53.7
3,Zone_0_7,0,7,2.84,28,1.3,55.0
3,Zone_0_8,0,8,2.3,23,1.23,37.9
3,Zone_0_9,0,9,3.14,31,0.93,41.8
3,Zone_1_0,1,0,1.92,19,0.83,44.6
3,Zone_1_1,1,1,2.93,29,0.98,58.4
3,Zone_1_2,1,2,3.06,30,0.92,33.3
3,Zone_1_3,1,3,1.92,19,1.02,53.5
3,Zone_1_4,1,4,1.96,19,0.88,33.6
3,Zone_1_5,1,5,3.29,32,0.87,39.4
3,Zone_1_6,1,6,2.16,21,1.06,31.3
3,Zone_1_7,1,7,3.24,32,0.89,41.0
3,Zone_1_8,1,8,3.31,33,0.91,59.1
3,Zone_1_9,1,9,3.05,30,1.38,52.8
3,Zone_2_0,2,0,3.0,29,1.08,30.4
3,Zone_2_1,2,1,2.02,20,1.16,37.4
3,Zone_2_2,2,2,2.11,21,0.94,49.2
3,Zone_2_3,2,3,3.28,32,0.82,52.8
3,Zone_2_4,2,4,3.28,32,1.3,33.5
3,Zone_2_5,2,5,2.0,19,1.29,37.0
3,Zone_2_6,2,6,3.36,33,0.95,41.9
3,Zone_2_7,2,7,2.35,23,1.1,51.7
3,Zone_2_8,2,8,3.67,36,1.15,39.4
3,Zone_2_9,2,9,3.68,36,1.0,53.0
3,Zone_3_0,3,0,3.26,32,1.25,58.7
3,Zone_3_1,3,1,2.46,24,0.83,39.0
3,Zone_3_2,3,2,3.11,31,1.13,41.4
3,Zone_3_3,3,3,2.93,29,1.04,52.8
3,Zone_3_4,3,4,2.8,28,0.83,48.2
3,Zone_3_5,3,5,4.2,42,1.11,57.4
3,Zone_3_6,3,6,2.29,22,0.94,49.8
3,Zone_3_7,3,7,1.78,17,0.95,56.5
3,Zone_3_8,3,8,3.48,34,1.15,44.2
3,Zone_3_9,3,9,2.91,29,1.07,51.5
3,Zone_4_0,4,0,2.77,27,0.86,53.6
3,Zone_4_1,4,1,3.91,39,1.25,52.8
3,Zone_4_2,4,2,4.52,45,1.0,54.6
3,Zone_4_3,4,3,2.69,26,1.24,53.0
3,Zone_4_4,4,4,3.08,30,1.27,43.7
3,Zone_4_5,4,5,2.96,29,1.36,37.6
3,Zone_4_6,4,6,3.39,33,1.03,38.1
3,Zone_4_7,4,7,3.0,29,1.09,58.7
3,Zone_4_8,4,8,3.47,34,1.27,41.1
3,Zone_4_9,4,9,3.68,36,1.39,37.0
3,Zone_5_0,5,0,3.32,33,1.35,33.8
3,Zone_5_1,5,1,2.4,24,1.13,47.2
3,Zone_5_2,5,2,3.65,36,1.34,58.4
3,Zone_5_3,5,3,3.69,36,1.06,44.0
3,Zone_5_4,5,4,3.15,31,1.21,57.0
3,Zone_5_5,5,5,3.75,37,1.03,40.7
3,Zone_5_6,5,6,3.51,35,0.84,32.1
3,Zone_5_7,5,7,3.71,37,1.26,32.6
3,Zone_5_8,5,8,3.38,33,1.01,45.4
3,Zone_5_9,5,9,2.83,28,1.35,58.2
3,Zone_6_0,6,0,3.47,34,1.13,35.1
3,Zone_6_1,6,1,2.57,25,1.03,33.9
3,Zone_6_2,6,2,4.28,42,1.23,36.9
3,Zone_6_3,6,3,3.97,39,1.39,41.6
3,Zone_6_4,6,4,2.38,23,0.94,48.4
3,Zone_6_5,6,5,2.64,26,0.97,57.7
3,Zone_6_6,6,6,3.1,31,1.31,33.6
3,Zone_6_7,6,7,4.24,42,1.28,40.4
3,Zone_6_8,6,8,2.51,25,1.1,36.5
3,Zone_6_9,6,9,2.89,28,1.39,32.4
3,Zone_7_0,7,0,4.41,44,1.14,38.3
3,Zone_7_1,7,1,3.02,30,0.93,30.4
3,Zone_7_2,7,2,3.89,38,0.95,55.7
3,Zone_7_3,7,3,3.6,35,1.35,56.4
3,Zone_7_4,7,4,2.01,20,1.28,39.9
3,Zone_7_5,7,5,2.96,29,1.22,41.3
3,Zone_7_6,7,6,2.02,20,1.04,52.1
3,Zone_7_7,7,7,2.28,22,0.85,36.4
3,Zone_7_8,7,8,1.93,19,1.03,56.1
3,Zone_7_9,7,9,2.78,27,0.86,38.0
3,Zone_8_0,8,0,2.88,28,1.01,41.3
3,Zone_8_1,8,1,1.97,19,1.31,40.2
3,Zone_8_2,8,2,1.98,19,0.94,36.8
3,Zone_8_3,8,3,2.82,28,0.97,56.4
3,Zone_8_4,8,4,2.12,21,1.01,39.7
3,Zone_8_5,8,5,3.57,35,0.94,58.1
3,Zone_8_6,8,6,2.14,21,0.81,48.5
3,Zone_8_7,8,7,4.04,40,1.03,45.6
3,Zone_8_8,8,8,1.55,15,1.12,59.3
3,Zone_8_9,8,9,2.11,21,1.33,51.7
3,Zone_9_0,9,0,3.31,33,1.12,47.2
3,Zone_9_1,9,1,2.64,26,1.27,38.9
3,Zone_9_2,9,2,1.92,19,1.31,44.7
3,Zone_9_3,9,3,3.09,30,1.17,31.5
3,Zone_9_4,9,4,3.55,35,1.2,33.5
3,Zone_9_5,9,5,2.01,20,0.92,31.1
3,Zone_9_6,9,6,3.14,31,0.83,57.7
3,Zone_9_7,9,7,2.44,24,0.83,50.4
3,Zone_9_8,9,8,3.34,33,1.29,54.8
3,Zone_9_9,9,9,3.03,30,1.11,39.9
4,Zone_0_0,0,0,2.78,27,1.0,39.9
4,Zone_0_1,0,1,2.88,28,0.99,51.8
4,Zone_0_2,0,2,2.76,27,1.38,59.7
4,Zone_0_3,0,3,3.5,34,1.05,35.3
4,Zone_0_4,0,4,2.69,26,1.28,49.9
4,Zone_0_5,0,5,2.25,22,1.17,48.8
4,Zone_0_6,0,6,3.94,39,1.13,53.6
4,Zone_0_7,0,7,4.41,44,1.16,41.1
4,Zone_0_8,0,8,4.01,40,0.82,46.3
4,Zone_0_9,0,9,3.88,38,1.39,36.5
4,Zone_1_0,1,0,2.42,24,1.01,42.1
4,Zone_1_1,1,1,3.57,35,1.31,51.4
4,Zone_1_2,1,2,2.4,24,1.26,54.7
4,Zone_1_3,1,3,2.49,24,1.37,43.8
4,Zone_1_4,1,4,3.45,34,0.85,43.5
4,Zone_1_5,1,5,3.65,36,1.26,45.9
4,Zone_1_6,1,6,2.51,25,0.9,36.7
4,Zone_1_7,1,7,1.49,14,0.85,41.8
4,Zone_1_8,1,8,2.28,22,1.1,51.1
4,Zone_1_9,1,9,4.48,44,1.19,45.8
4,Zone_2_0,2,0,2.54,25,1.36,56.4
4,Zone_2_1,2,1,3.57,35,1.07,40.5
4,Zone_2_2,2,2,3.39,33,1.25,54.6
4,Zone_2_3,2,3,3.9,39,1.13,40.4
4,Zone_2_4,2,4,2.74,27,1.25,59.9
4,Zone_2_5,2,5,2.63,26,1.0,41.5
4,Zone_2_6,2,6,4.27,42,1.0,55.0
4,Zone_2_7,2,7,2.56,25,1.36,41.2
4,Zone_2_8,2,8,2.94,29,1.08,42.1
4,Zone_2_9,2,9,3.73,37,1.15,42.9
4,Zone_3_0,3,0,3.08,30,1.01,45.7
4,Zone_3_1,3,1,3.56,35,0.81,32.6
4,Zone_3_2,3,2,2.41,24,1.32,39.6
4,Zone_3_3,3,3,2.85,28,1.0,43.2
4,Zone_3_4,3,4,2.24,22,1.1,46.4
4,Zone_3_5,3,5,3.4,34,0.81,33.2
4,Zone_3_6,3,6,3.86,38,1.01,39.4
4,Zone_3_7,3,7,4.27,42,1.3,37.6
4,Zone_3_8,3,8,2.69,26,0.83,30.3
4,Zone_3_9,3,9,2.64,26,1.33,55.8
4,Zone_4_0,4,0,4.46,44,0.94,49.1
4,Zone_4_1,4,1,2.72,27,1.17,30.8
4,Zone_4_2,4,2,3.69,36,1.3,33.4
4,Zone_4_3,4,3,4.07,40,0.9,50.6
4,Zone_4_4,4,4,2.61,26,1.27,50.6
4,Zone_4_5,4,5,1.98,19,1.2,52.0
4,Zone_4_6,4,6,4.43,44,1.09,43.3
4,Zone_4_7,4,7,2.73,27,0.8,56.1
4,Zone_4_8,4,8,3.42,34,0.87,53.0
4,Zone_4_9,4,9,2.27,22,1.18,32.1
4,Zone_5_0,5,0,3.82,38,1.25,60.0
4,Zone_5_1,5,1,2.04,20,1.25,34.9
4,Zone_5_2,5,2,3.89,38,1.36,45.0
4,Zone_5_3,5,3,3.21,32,0.84,35.3
4,Zone_5_4,5,4,3.76,37,0.91,53.3
4,Zone_5_5,5,5,3.94,39,1.15,56.0
4,Zone_5_6,5,6,2.12,21,1.28,41.2
4,Zone_5_7,5,7,3.4,34,1.38,57.9
4,Zone_5_8,5,8,3.72,37,0.83,59.4
4,Zone_5_9,5,9,3.63,36,0.97,45.6
4,Zone_6_0,6,0,1.82,18,0.86,51.2
4,Zone_6_1,6,1,2.96,29,1.21,52.8
4,Zone_6_2,6,2,2.61,26,1.13,48.8
4,Zone_6_3,6,3,2.24,22,1.11,35.5
4,Zone_6_4,6,4,3.43,34,1.35,49.4
4,Zone_6_5,6,5,3.32,33,1.03,32.4
4,Zone_6_6,6,6,3.48,34,1.06,54.4
4,Zone_6_7,6,7,2.08,20,1.03,47.8
4,Zone_6_8,6,8,1.95,19,1.05,58.4
4,Zone_6_9,6,9,2.59,25,1.27,33.3
4,Zone_7_0,7,0,3.71,37,1.07,50.7
4,Zone_7_1,7,1,4.06,40,1.07,36.8
4,Zone_7_2,7,2,4.57,45,1.04,37.2
4,Zone_7_3,7,3,2.71,27,0.96,47.4
4,Zone_7_4,7,4,2.2,22,0.83,45.4
4,Zone_7_5,7,5,1.79,17,1.18,42.6
4,Zone_7_6,7,6,3.83,38,1.17,52.2
4,Zone_7_7,7,7,2.82,28,0.85,32.9
4,Zone_7_8,7,8,2.72,27,1.03,38.9
4,Zone_7_9,7,9,3.31,33,1.0,32.5
4,Zone_8_0,8,0,2.4,24,1.33,55.4
4,Zone_8_1,8,1,2.92,29,0.81,58.1
4,Zone_8_2,8,2,2.61,26,1.31,43.4
4,Zone_8_3,8,3,3.23,32,1.03,50.9
4,Zone_8_4,8,4,2.71,27,0.93,54.3
4,Zone_8_5,8,5,3.3,32,1.06,38.5
4,Zone_8_6,8,6,1.54,15,1.34,43.5
4,Zone_8_7,8,7,2.62,26,0.88,37.7
4,Zone_8_8,8,8,2.93,29,1.2,47.7
4,Zone_8_9,8,9,1.7,17,1.18,31.4
4,Zone_9_0,9,0,2.37,23,1.15,41.9
4,Zone_9_1,9,1,1.87,18,1.03,58.4
4,Zone_9_2,9,2,2.43,24,1.0,30.2
4,Zone_9_3,9,3,3.39,33,0.93,40.4
4,Zone_9_4,9,4,3.48,34,0.8,57.8
4,Zone_9_5,9,5,3.54,35,0.8,43.7
4,Zone_9_6,9,6,3.16,31,1.23,59.5
